r,ct
1,18.954
2,11.558
3,8.96
4,7.592
5,6.666
6,6.14
7,5.808
8,5.442
9,5.57
10,5.061
11,4.957
12,5.109
13,4.973
14,4.911
15,4.903
16,4.763
17,5.279
18,5.328
19,5.283
20,4.602
21,5.068
22,4.811
23,4.693
24,4.395
25,4.416
26,4.741
27,4.666
28,4.708
29,4.698
30,4.212
31,5.42
32,6.12
